"","google_dir","data_file","curator_PersonName","curator_organization","curator_email","modification_date","bibliographical_reference","network","site_code","lat","long","elevation","map","mat","land_cover","eco_region","align_1","loc_comments","time_series","gradient","experiments","merge_align","key_version","L1","L1_level","L2","observation_date","veg_note_profile","lyr_c_tot","lyr_soc","lyr_n_tot","lyr_c_to_n","layer_top","layer_bot","layer_mid","hzn","bd_samp","ph_cacl","ph_h2o","sand","silt","clay","coarse_frac","caco3","Ca","Mg","K","Na","base_sum","ecec","bs","p_ex_1","soil_taxon","soil_series","layer_thick_calc","lyr_soc_stock_calc","lyr_n_stock_calc","control_sample","lyr_soc_stock_calc_sum","socfrac","socfrac_cumsum","bgb","bgb_lowerdiam","bgb_upperdiam","bgb_type","bgb_c","bgb_n","bgb_cn","bgb_c_stock","bgb_c_stock_sum","rootfrac","rootfrac_cumsum"
"373","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CPER",40.81297,-104.74455,1548,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_CPER_PIT1","Plot",NA,"2012-08-13","Bouteloua gracilis, Thelesperma filifolium, Hesperostipa comata",NA,NA,NA,NA,100,120,110,"Bk1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,7.683333333,0,2,"live",29.825,1.14,26.35,2.29155416656725,213.819309185871,0.01,0.96
"374","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CPER",40.81297,-104.74455,1548,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_CPER_PIT1","Plot",NA,"2012-08-13","Bouteloua gracilis, Thelesperma filifolium, Hesperostipa comata",NA,NA,NA,NA,120,140,130,"Bk1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,13.16666667,0,2,"live",35.32,1.58,22.4,4.650466667844,213.819309185871,0.02,0.98
"375","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CPER",40.81297,-104.74455,1548,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_CPER_PIT1","Plot",NA,"2012-08-13","Bouteloua gracilis, Thelesperma filifolium, Hesperostipa comata",NA,NA,NA,NA,140,160,150,"Bk2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,8.606666667,0,2,"live",37.12,1.48,25.25,3.1947946667904,213.819309185871,0.01,0.99
"376","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,0,10,5,"Ap1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,9.743333333,0,4,"live",41.42,2.423333333,17.03333333,4.0356886665286,14.5819532780797,0.28,0.28
"377","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,10,20,15,"Ap2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,5.946666667,0,4,"live",30.15333333,1.386666667,21.4,1.79311822212451,14.5819532780797,0.12,0.4
"378","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,20,30,25,"Ap2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,6.436666667,0,4,"live",28.71166667,1.373333333,21.83333333,1.84807427808804,14.5819532780797,0.13,0.53
"379","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,30,40,35,"Bt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,4.586666667,0,4,"live",38.52666667,1.376666667,28.73333333,1.76708977805909,14.5819532780797,0.12,0.65
"380","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,40,50,45,"Bt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,1.1,0,4,"live",32.725,1.27,30.3,0.359975,14.5819532780797,0.02,0.67
"381","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,50,60,55,"Bt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,1.896666667,0,4,"live",32.27,1.345,25.8,0.6120543334409,14.5819532780797,0.04,0.71
"382","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,60,70,65,"Bt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,4.443333333,0,4,"live",31.94666667,1.56,20.66666667,1.41949688893051,14.5819532780797,0.1,0.81
"383","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,70,80,75,"Btk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,2.923333333,0,4,"live",35.24833333,1.368333333,26.41666667,1.03042627756284,14.5819532780797,0.07,0.88
"384","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,80,90,85,"Btk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,2.53,0,4,"live",33.075,1.295,25.65,0.8367975,14.5819532780797,0.06,0.94
"385","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,90,100,95,"Btk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,1.17,0,4,"live",37,1.67,22.2,0.4329,14.5819532780797,0.03,0.97
"386","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,100,120,110,"Btk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,1.36,0,4,"live",24.15,1.2825,18.7,0.32844,14.5819532780797,0.02,0.99
"387","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,120,140,130,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,0.2233333333,0,4,"live",16.31,0.77,21.2,0.03642566666123,14.5819532780797,0,0.99
"388","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","STER",40.45984,-103.03008,1369,NA,NA,"cultivated","agricultural","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","10_STERLING_PIT1","Plot",NA,"2013-04-08",NA,NA,NA,NA,NA,140,160,150,"C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,0.1566666667,0,4,"live",52,NA,NA,0.081466666684,14.5819532780797,0.01,1
"389","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,0,10,5,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,312.3666667,0,2,"live",36.40333333,1.16,32.76666667,113.711878890611,414.414302782396,0.27,0.27
"390","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,10,20,15,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,81.7,0,2,"live",45.43666667,0.6075,69.95,37.12175666939,414.414302782396,0.09,0.36
"391","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,20,30,25,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,59.03333333,0,2,"live",43.90333333,0.61,72.63333333,25.9176011076799,414.414302782396,0.06,0.42
"392","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,30,40,35,"Bt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,55.93333333,0,2,"live",47.61666667,0.6666666667,74.66666667,26.6335888891661,414.414302782396,0.06,0.48
"393","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,40,50,45,"Bt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,58.3,0,2,"live",47.05666667,0.58,81.93333333,27.43403666861,414.414302782396,0.07,0.55
"394","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,50,60,55,"Bt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,63.83333333,0,2,"live",51.41333333,0.56,92.16666667,32.8188444406029,414.414302782396,0.08,0.63
"395","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,60,70,65,"Bt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,36.3,0,2,"live",43.865,0.61,72.2,15.922995,414.414302782396,0.04,0.67
"396","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,70,80,75,"Bt2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,47.06666667,0,2,"live",44.92666667,0.5433333333,82.93333333,21.1454844475109,414.414302782396,0.05,0.72
"397","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,80,90,85,"Bt2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,76.16666667,0,2,"live",44.03333333,0.5666666667,77.73333333,33.5387222211511,414.414302782396,0.08,0.8
"398","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,90,100,95,"Bt3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,28.26666667,0,2,"live",47.14333333,0.5933333333,79.96666667,13.3258488895181,414.414302782396,0.03,0.83
"399","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,100,120,110,"Bt3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,74.16666667,0,2,"live",44.39,0.6333333333,70.3,32.922583334813,414.414302782396,0.08,0.91
"400","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,120,140,130,"Cd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,77.43333333,0,2,"live",43.80666667,0.7566666667,60.5,33.9209622233431,414.414302782396,0.08,0.99
"401","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","CLBJ",33.40143,-97.56725,288,NA,NA,"forest","temperate deciduous forest","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_CLBJ_PIT1","Plot",NA,"2016-05-09","Bothriochloa ischaemum, Quercus stellata, Schizachyrium scoparium",NA,NA,NA,NA,140,160,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"TRUE",NA,NA,NA,43.75,0,2,"live",46.61,0.805,58.4,20.391875,414.414302782396,0.05,1.04
"402","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","OAES",35.41062,-99.06044,515,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_KLEMME_PIT1","Plot",NA,"2013-02-19","Bouteloua gracilis, Aristida purpurea, Calylophus hartwegii",NA,NA,NA,NA,0,10,5,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,73.10333333,0,2,"live",46.67,1.595,29.5,34.117325665111,52.2023718333839,0.65,0.65
"403","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","OAES",35.41062,-99.06044,515,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_KLEMME_PIT1","Plot",NA,"2013-02-19","Bouteloua gracilis, Aristida purpurea, Calylophus hartwegii",NA,NA,NA,NA,10,20,15,"Bw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,24.91666667,0,2,"live",44.64,1.015,46.6,11.122800001488,52.2023718333839,0.21,0.86
"404","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","OAES",35.41062,-99.06044,515,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_KLEMME_PIT1","Plot",NA,"2013-02-19","Bouteloua gracilis, Aristida purpurea, Calylophus hartwegii",NA,NA,NA,NA,20,30,25,"CR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,11.26,0,2,"live",42.005,1.035,40.45,4.729763,52.2023718333839,0.09,0.95
"405","NEON_megapitRoots_all","megapit_roots","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","OAES",35.41062,-99.06044,515,NA,NA,"rangeland/grassland","grassland","can align with megapit_soil data by siteID, however depths are not identical","root information collected by depth","NO","YES","NO","YES","2","11_KLEMME_PIT1","Plot",NA,"2013-02-19","Bouteloua gracilis, Aristida purpurea, Calylophus hartwegii",NA,NA,NA,NA,30,40,35,"CR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"TRUE",NA,NA,NA,6.296666667,0,2,"live",35.455,0.97,47.4,2.23248316678485,52.2023718333839,0.04,0.99
